,Name,Tweets Ago,Tweet,Compound,Positive,Negative,Neutral,Date
28,BBC,29,A free-riding fox surprised sightseers on a London tour bus this week. 🦊 🇬🇧 https://t.co/eIvAXH6jsD https://t.co/AxwIoHub8F,0.2263,0.137,0.0,0.863,Sat Dec 02 17:30:05 +0000 2017
29,BBC,30,It's cold out there! Why not warm up with one of these hearty hotpots for dinner? 🥘 https://t.co/K6TbxWxZ7O https://t.co/ipPd81IwLi,-0.2401,0.0,0.103,0.897,Sat Dec 02 16:33:03 +0000 2017
30,BBC,31,"Is Japan's tattoo art being driven underground?
Via @BBCWorldService. https://t.co/d2HVFMJWGn",0.0,0.0,0.0,1.0,Sat Dec 02 16:00:03 +0000 2017
31,BBC,32,Have you seen it yet? 😍 Here's everything you need to know about @BBCOne Christmas 2017 | The Supporting Act:… https://t.co/bgG4D9nsDx,0.4404,0.139,0.0,0.861,Sat Dec 02 15:05:11 +0000 2017
32,BBC,33,Has the sexual harassment controversy hit children's books? 📖 https://t.co/zenZmsSWRp https://t.co/1HZvziL90K,-0.5423,0.0,0.28,0.72,Sat Dec 02 15:00:05 +0000 2017
33,BBC,34,RT @bbcstories: Errol’s a mechanic and prostate cancer survivor. Now he’s dedicated to getting as many other men diagnosed as he can. What…,0.0258,0.19,0.152,0.657,Sat Dec 02 14:53:58 +0000 2017
34,BBC,35,"RT @BBCOne: ⚡️ ""I'm not crying, YOU'RE crying!"" Your reactions to BBC One Christmas 2017 | The Supporting Act:

https://t.co/F4Z0wKKKyr htt…",0.6952,0.242,0.0,0.758,Sat Dec 02 14:52:52 +0000 2017
35,BBC,36,"RT @BBCSportWales: Fancy watching #WALvRSA with Sir Gareth Edwards?

He'll be on the @BBCSportWales Facebook page this afternoon, taking yo…",0.0,0.0,0.0,1.0,Sat Dec 02 14:52:22 +0000 2017
36,BBC,37,"RT @bbcweather: The pictures we post usually reflect the day's weather. So far, the best we can do here is that the weather is 'dry, like t…",0.7884,0.218,0.0,0.782,Sat Dec 02 14:51:55 +0000 2017
37,BBC,38,🎄🎁 Rip Off Britain give some tips on how to get the best value out of Christmas. https://t.co/94H9R3Cfkp,0.765,0.292,0.0,0.708,Sat Dec 02 14:30:04 +0000 2017
38,BBC,39,RT @bbcthree: The moving story of the woman without a womb who's fostered 48 children https://t.co/IOZVs96wBU,0.0,0.0,0.0,1.0,Sat Dec 02 13:47:35 +0000 2017
39,BBC,40,"Bands, denim and leather. 🤘 Photographer Dan Giannopoulos's latest project is all about battle jackets.… https://t.co/9uERudOzdD",-0.3818,0.0,0.157,0.843,Sat Dec 02 13:33:03 +0000 2017
40,BBC,41,This man is heading into the sky in a homemade rocket to prove his theory that the Earth is flat. 🚀 🌎… https://t.co/MQYN5PD7w9,0.0,0.0,0.0,1.0,Sat Dec 02 13:03:03 +0000 2017
41,BBC,42,'Generation Me' or 'Generation We'? 🤳 Psychologists debate whether millennials are narcissistic or not.… https://t.co/lomjZlqcBB,0.0,0.0,0.0,1.0,Sat Dec 02 12:33:04 +0000 2017
42,BBC,43,"After Scottie had a cycling accident, it was his desire to dance with Katie again that helped him back on his feet.… https://t.co/XZx2RStXJl",-0.1027,0.105,0.12,0.775,Sat Dec 02 12:00:07 +0000 2017
43,BBC,44,RT @BBCOne: Christmas together on BBC One. ✨ https://t.co/BIN6O1fROw,0.0,0.0,0.0,1.0,Sat Dec 02 11:24:49 +0000 2017
44,BBC,45,"100 years ago, the Bolsheviks captured the entirety of Tsar Nicholas II’s family gold reserve – or so they thought.… https://t.co/663KFRfz1N",0.0,0.0,0.0,1.0,Sat Dec 02 11:00:08 +0000 2017
45,BBC,46,"Apostrophes. They cause more arguments than weddings, christenings &amp; funerals combined. 

Can you select the correc… https://t.co/SziSkUnUsS",-0.6801,0.0,0.272,0.728,Sat Dec 02 10:30:06 +0000 2017
46,BBC,47,"'Learning a new language is great. It's an opportunity to speak to new people.' 
Richard is a hyperpolyglot &amp; speak… https://t.co/0eFrqwXiso",0.7845,0.289,0.0,0.711,Sat Dec 02 10:00:03 +0000 2017
47,BBC,48,Are we more easily offended than ever before? 😳 https://t.co/whWan4hme1 https://t.co/q8XXgK10Ct,0.1065,0.208,0.176,0.617,Sat Dec 02 09:04:04 +0000 2017
48,BBC,49,"From chatting to your child to playing outdoors, here are 10 tips for building a baby's brain. #MumTakeover 👶🍼🌿… https://t.co/9SCG37jLXa",0.2023,0.091,0.0,0.909,Sat Dec 02 08:33:04 +0000 2017
49,BBC,50,📻 💬 Why apologising and saying 'just' might actually be a good idea. https://t.co/O7udV2QymZ https://t.co/AFyjl514cA,0.4767,0.291,0.0,0.709,Sat Dec 02 08:05:04 +0000 2017
50,BBC,51,Millions of unmarried couples who live together could be unaware of their rights if the relationship breaks down. 🏠… https://t.co/G8cRkp85dV,-0.2023,0.0,0.087,0.913,Sat Dec 02 07:34:05 +0000 2017
51,BBC,52,"Former Nazi leader, Ingo Hasselbach has developed a system in Germany to fight extremism.
Via BBC World Hacks. https://t.co/VTbEfmUGvk",-0.3818,0.0,0.133,0.867,Fri Dec 01 19:00:02 +0000 2017
52,BBC,53,🥑👮 The avocado police protecting Mexico's green gold. https://t.co/nY6VtkGxtA https://t.co/UBmnrbTzTH,0.0,0.0,0.0,1.0,Fri Dec 01 18:30:09 +0000 2017
53,BBC,54,"When @LoyleCarner met his all-time hero Eric Cantona. ❤️️ Watch The Premier League Show, here. 👉… https://t.co/NQDq5uxKkS",0.5574,0.184,0.0,0.816,Fri Dec 01 18:01:03 +0000 2017
54,BBC,55,"'I’ve learnt for the first time in years to accept my skin.' 
Could ‘acne positivity’ help you to love your spots?… https://t.co/J1PLYHNzMO",0.8591,0.333,0.0,0.667,Fri Dec 01 17:30:09 +0000 2017
55,BBC,56,"RT @BBCEarth: With a drone, his friends and a wheelchair, @jaimenhudson can fly
#OurBluePlanet #BluePlanet2 https://t.co/zM2p9ZnwbR",0.4767,0.193,0.0,0.807,Fri Dec 01 17:18:28 +0000 2017
56,BBC,57,All dressed up and heading out on a Friday night like... 👑 💅 #FridayFeeling #BluePlanet2 https://t.co/mmJxVP7Hjy,0.0,0.0,0.0,1.0,Fri Dec 01 17:06:02 +0000 2017
57,BBC,58,"Who's excited for @PalomaFaith to host #SLFN tonight? 

WE ARE!

7.30pm | @BBCOne | https://t.co/JXdFw7Flfy https://t.co/x7kyc96jZb",0.4003,0.172,0.0,0.828,Fri Dec 01 16:30:03 +0000 2017
58,BBC,59,"Coming up on @BBCFour this Christmas; Eric, Ernie &amp; Me, La Bohème, Elvis and more! ⛄️ 🎶 🌟 https://t.co/lALkwMP6Th https://t.co/wL6oIRaUVc",0.0,0.0,0.0,1.0,Fri Dec 01 16:03:06 +0000 2017
59,BBC,60,🔬 🎧 @brittwray &amp; @elliecosgrave discuss how close we are to the next pandemic in episode 5 of the @TWBBC podcast. 👉… https://t.co/zksLmMErzC,0.0,0.0,0.0,1.0,Fri Dec 01 15:31:05 +0000 2017
60,BBC,61,"Today is the first day of winter - or is it? ❄
Working out exactly when autumn finishes &amp; winter begins isn't as si… https://t.co/8qhmrtHUFX",0.0,0.0,0.0,1.0,Fri Dec 01 14:59:04 +0000 2017
61,BBC,62,"On #WorldAIDSDay, @RiyadhK looks at some iconic 80s advertising from the safe sex campaign stressing the importance… https://t.co/4IaLF5gWY2",0.1027,0.136,0.117,0.748,Fri Dec 01 14:28:33 +0000 2017
62,BBC,63,"'For the ear, he (Elvis) is an unutterable bore.' ~ @NYTimes.
😬 7 times music critics got things completely wrong.… https://t.co/8ETpF9UMXD",-0.296,0.0,0.115,0.885,Fri Dec 01 14:00:07 +0000 2017
63,BBC,64,"With drug-resistant superbugs on the rise, scientists are searching for new antibiotics in exotic and extreme place… https://t.co/zwgK11WqUJ",0.0,0.0,0.0,1.0,Fri Dec 01 13:31:02 +0000 2017
64,BBC,65,"'Cows always find time for extra-curricular activities.' 🐮
Nine udderly fascinating facts about cows. 👉… https://t.co/5CluNT3eYN",0.5423,0.2,0.0,0.8,Fri Dec 01 13:00:08 +0000 2017
65,BBC,66,"The apocalypse smells like racism. 😂
#QI via @BBCTwo. 
Watch on @BBCiPlayer. 👉 https://t.co/8GlsOYI8Ej https://t.co/qf2XCUaENY",-0.3818,0.142,0.233,0.625,Fri Dec 01 12:30:03 +0000 2017
66,BBC,67,"RT @BBCSpringwatch: Three wise men? 
Not quite, but we do have three ADORABLE long-eared owls in the Autumnwatch advent calendar 😍 https://…",0.8151,0.282,0.0,0.718,Fri Dec 01 12:18:09 +0000 2017
67,BBC,68,You're the man @BrandonFlowers. 👏 🎶 🌟 We're still loving @thekillers' performance from #SLFN Via @BBCMusic https://t.co/4q9sdosZjG,0.5994,0.231,0.0,0.769,Fri Dec 01 12:03:01 +0000 2017
68,BBC,69,"Go crab, go! 🦀 🐍 🐙
#BluePlanet2 via @BBCEarth.

Coasts | Sunday 8PM | @BBCOne. https://t.co/vazOWtmE7U",0.0,0.0,0.0,1.0,Fri Dec 01 11:34:46 +0000 2017
69,BBC,70,"It's #WorldCupDraw day! 🙌

Whichever country you land on will be your second team at the #WorldCup (unless they’re… https://t.co/Kns3zUZ2KG",0.0,0.0,0.0,1.0,Fri Dec 01 11:02:10 +0000 2017
70,BBC,71,"RT @bbcthree: 45% of burglaries are committed by heroin and crack users. 
This is the story behind of one of them. #Drugsland https://t.co/…",-0.2732,0.08,0.122,0.798,Fri Dec 01 10:34:22 +0000 2017
71,BBC,72,"BBC RemArc, a tool to trigger memories in people with dementia using archive material, has won the @AlzheimersSoc D… https://t.co/qjHjcboEtr",0.5719,0.171,0.0,0.829,Fri Dec 01 10:30:07 +0000 2017
72,BBC,73,"Mary Berry's got the perfect no-hassle soup for cold nights. 🍲😋
#CountryHouseSecrets via @BBCFood. 
Full recipe her… https://t.co/hRuSme1z3f",0.5719,0.179,0.0,0.821,Fri Dec 01 10:00:05 +0000 2017
73,BBC,74,"RT @bbccomedy: Yep, this guy knows what women want... 👌 @HaveIGotNews @StephenMangan https://t.co/mYPUSwEH6X",0.296,0.167,0.0,0.833,Fri Dec 01 09:44:25 +0000 2017
74,BBC,75,Advent calendars are back! Why not wash down your chocolate breakfast with a festive Christmas smoothie? 🍊 🎄 Via… https://t.co/AxWzJw6tto,0.5093,0.171,0.0,0.829,Fri Dec 01 09:02:06 +0000 2017
75,BBC,76,"RT @BBCSpringwatch: Today is the first day of winter - or is it? 
https://t.co/Z1EhZvY3B8 https://t.co/MhRY6AmfjM",0.0,0.0,0.0,1.0,Fri Dec 01 08:44:23 +0000 2017
76,BBC,77,"RT @bbcthree: ""Some boys can marry boys, and some girls can marry girls.""

3 kids take on relationships. https://t.co/jpivtYs73H",0.0,0.0,0.0,1.0,Fri Dec 01 08:44:13 +0000 2017
77,BBC,78,RT @BBCWthrWatchers: Happy #MeteorologicalWinter! https://t.co/TafPMdAsiO,0.6114,0.499,0.0,0.501,Fri Dec 01 08:43:21 +0000 2017
78,BBC,79,"RT @BBC_Teach: Rosa Parks' brave refusal to give up her bus seat took place #onthisday in 1955.

Your Primary pupils can find out about her…",0.5267,0.124,0.0,0.876,Fri Dec 01 08:43:18 +0000 2017
79,BBC,80,RT @BBCiPlayer: 😉 Mood board.  #TommyShelby https://t.co/nuDTKGKFyy,0.0,0.0,0.0,1.0,Fri Dec 01 08:43:08 +0000 2017
80,BBC,81,"If all animals had the rational thinking &amp; self-awareness that humans do, our species (&amp; the planet) would be in fo… https://t.co/HDLTAM9XZO",0.0,0.0,0.0,1.0,Fri Dec 01 08:40:03 +0000 2017
81,BBC,82,How Marianne Faithfull became the wide-eye poster girl for the swinging 60s. ☮✌️ https://t.co/PLDthOlCbf https://t.co/nGcaq50zhp,0.0,0.0,0.0,1.0,Fri Dec 01 08:20:04 +0000 2017
82,BBC,83,"Isaiah Acosta was born without a jaw. But that hasn't stopped him becoming a rapper, with some help from… https://t.co/tRZk2rxqZ9",0.5213,0.214,0.0,0.786,Fri Dec 01 08:00:06 +0000 2017
83,BBC,84,💎☄ The German town encrusted with diamonds. https://t.co/KSrdi3nk4R https://t.co/6ysALAE3zF,0.0,0.0,0.0,1.0,Fri Dec 01 07:38:05 +0000 2017
84,BBC,85,The twin Voyager space probes have beamed revolutionary information for 40 years. #Storyville The Farthest: Voyager… https://t.co/QPMfkVcIkw,0.0,0.0,0.0,1.0,Thu Nov 30 20:35:05 +0000 2017
85,BBC,86,Host @SaraPascoe introduces @LarryDeanComedy and @GaryDelaney to the stage. #LiveAtTheApollo. 10pm on @BBCTwo. 🌟 🤣… https://t.co/htdXbDaBet,0.0,0.0,0.0,1.0,Thu Nov 30 20:02:03 +0000 2017
86,BBC,87,When your birthday falls on the same day as #StAndrewsDay 😂 Via @BBCTheSocial https://t.co/ULr3DAJRdk,0.0,0.0,0.0,1.0,Thu Nov 30 19:33:02 +0000 2017
87,BBC,88,"🚀🌍 To mark the launch of a free-to-download BBC VR project, 3 astronauts give us their impressions of floating abov… https://t.co/HWiW3BSJzm",0.2263,0.095,0.0,0.905,Thu Nov 30 19:00:08 +0000 2017
88,BBC,89,What a duo! We still can't get over @CraigDavid and @BastilleDan's performance of #IKnowYou on #SLFN. 👏 🎶 💞 Via… https://t.co/0j5ZxKPgWq,0.0,0.0,0.0,1.0,Thu Nov 30 18:33:03 +0000 2017
89,BBC,90,🎞❤️️ Debbie Reynolds and Carrie Fisher - Hollywood's greatest couple. https://t.co/D2I3S0LAZt https://t.co/gJcLDusupa,0.6369,0.296,0.0,0.704,Thu Nov 30 18:00:13 +0000 2017
90,BBC,91,Mel Gibson's impression of Sean Connery is incredible. 😂 Via @BBCOne. https://t.co/a020G1KXkJ,0.2263,0.16,0.0,0.84,Thu Nov 30 17:27:05 +0000 2017
91,BBC,92,"Castles, colours and Christmas lights - these are your pictures of Scotland from last week. 📸😍… https://t.co/YVnZH93DWh",0.0,0.0,0.0,1.0,Thu Nov 30 17:00:18 +0000 2017
92,BBC,93,"RT @bbc5live: Happy 20th birthday to the World Football Phone-In! 🎂

@dotunadebayo will be joined by an audience of fans and special guests…",0.7712,0.251,0.0,0.749,Thu Nov 30 16:46:25 +0000 2017
93,BBC,94,Celebrate #StAndrewsDay with Mary Berry's classic Cranachan recipe. 🍨 https://t.co/kJ7f44shyE https://t.co/Oqs8UnJrmK,0.5719,0.291,0.0,0.709,Thu Nov 30 16:32:03 +0000 2017
94,BBC,95,RT @BBCNews: Charities see increase in dogs being dumped or sent to rescue centres as Christmas approaches https://t.co/D7zgMkNz4l,0.7269,0.345,0.106,0.549,Thu Nov 30 16:25:30 +0000 2017
95,BBC,96,RT @BBCTwo: The emotional moment this Blitz survivor reads an essay he wrote 75 years ago... 😢 #Blitz https://t.co/YMYL9QvJes,0.4767,0.204,0.0,0.796,Thu Nov 30 16:25:14 +0000 2017
96,BBC,97,RT @bbcweather: Walking in a winter wonderland... A few chilly-looking scenes posted by our Weather Watchers earlier. Jo #SnowWatch https:/…,0.0,0.0,0.0,1.0,Thu Nov 30 16:25:02 +0000 2017
97,BBC,98,RT @bbcweather: Wondering if it will #snow where you are later? Here's a snapshot of the forecast from 6pm through to early tomorrow. Jo #S…,0.0,0.0,0.0,1.0,Thu Nov 30 16:23:02 +0000 2017
98,BBC,99,RT @bbcpress: Divine! First look at John Hamm in @BBCTwo's #GoodOmens: https://t.co/FurO7z8wi3 https://t.co/lQqVQgxxSF,0.5983,0.245,0.0,0.755,Thu Nov 30 16:22:48 +0000 2017
99,BBC,100,"🍾✨📺 This year, Christmas treats on @BBCTwo include Nigella Lawson, The League of Gentlemen, Alan Partridge and Joan… https://t.co/UxRFn5ctrA",0.0,0.0,0.0,1.0,Thu Nov 30 16:02:14 +0000 2017
100,CNN,1,Critics react to President Trump's tweet on firing Michael Flynn https://t.co/3NhuOrRFLF https://t.co/MfEHcYYBXo,-0.5574,0.0,0.315,0.685,Sun Dec 03 01:45:05 +0000 2017
101,CNN,2,Donald Trump's family denied its German heritage for years https://t.co/S2y0erGYwA https://t.co/iICmoEScZQ,-0.4404,0.0,0.225,0.775,Sun Dec 03 01:30:18 +0000 2017
102,CNN,3,Elon Musk plans to send his Tesla Roadster to Mars on a giant rocket https://t.co/BjKhRKh4t3 https://t.co/VBFZxhIRCH,0.0,0.0,0.0,1.0,Sun Dec 03 01:15:08 +0000 2017
103,CNN,4,Could brands save millions and help preserve the environment just by slightly changing their logos to use less ink?… https://t.co/ADC0mcdoTZ,0.7096,0.247,0.0,0.753,Sun Dec 03 01:00:15 +0000 2017
104,CNN,5,"National security adviser HR McMaster says that the potential for war with North Korea is ""increasing every day""… https://t.co/xaiFCiyJov",-0.3612,0.103,0.167,0.73,Sun Dec 03 00:58:24 +0000 2017
105,CNN,6,Mikaela Shiffrin scores her first downhill podium in Lake Louise https://t.co/Uw9ZQkEwKq https://t.co/pWduQio66Q,0.0,0.0,0.0,1.0,Sun Dec 03 00:45:04 +0000 2017
106,CNN,7,"RT @cnnbrk: Authorities believe they have found the body of Mariah Woods, a 3-year-old North Carolina girl missing since Sunday, the FBI sa…",-0.296,0.0,0.095,0.905,Sun Dec 03 00:34:42 +0000 2017
107,CNN,8,The first time these mothers see their sons' bodies up close after officer-involved shootings isn't in a hospital o… https://t.co/Epa3YboHdU,0.0,0.0,0.0,1.0,Sun Dec 03 00:30:21 +0000 2017
108,CNN,9,"Flynn may be the bait, but he's no coffee boy, Laura Coates writes for @CNNOpinion https://t.co/iCW450kseI https://t.co/JgQzv8A678",-0.4215,0.0,0.149,0.851,Sun Dec 03 00:15:11 +0000 2017
109,CNN,10,President Trump will hold a campaign-style rally near Alabama days before the state's special election for US Senat… https://t.co/yhz435QHTy,0.4019,0.137,0.0,0.863,Sun Dec 03 00:00:15 +0000 2017
110,CNN,11,"Vermont senior tested ricin recipe on retirement community, feds say https://t.co/EpUB9blW09 https://t.co/ikTVyXUHrU",0.0,0.0,0.0,1.0,Sat Dec 02 23:45:06 +0000 2017
111,CNN,12,RT @CNNMoney: ABC News announced Saturday that it has suspended investigative reporter Brian Ross for four weeks without pay after Ross was…,-0.4222,0.053,0.127,0.82,Sat Dec 02 23:35:02 +0000 2017
112,CNN,13,"Muslim father accused in custody battle of radicalizing son, court documents say https://t.co/5zMSMQipul https://t.co/AVDYuAegbz",-0.5859,0.0,0.286,0.714,Sat Dec 02 23:30:11 +0000 2017
113,CNN,14,Glitch forces iPhones to reboot over and over https://t.co/54KKMOup23 https://t.co/1qMWdPVCYM,0.0,0.0,0.0,1.0,Sat Dec 02 23:15:04 +0000 2017
114,CNN,15,"Tom Hanks talks Trump, Hollywood &amp; history with CNN’s David Axelrod. The Axe Files with David Axelrod airs Saturday… https://t.co/VeScTikjCk",-0.1027,0.0,0.069,0.931,Sat Dec 02 23:00:16 +0000 2017
115,CNN,16,Voyager 1 spacecraft thrusters fired up for first time since 1980 https://t.co/o1sczzzMmU https://t.co/ZnzkKAVSVP,-0.5574,0.0,0.247,0.753,Sat Dec 02 22:45:06 +0000 2017
116,CNN,17,How all but one Republican senator found a way to pass tax reform https://t.co/SMQWjO1xrk https://t.co/WO4xymJq7v,0.0,0.0,0.0,1.0,Sat Dec 02 22:30:06 +0000 2017
117,CNN,18,FBI agent removed from special counsel Robert Mueller's investigation over anti-Trump messages… https://t.co/7wAYCs0IeW,0.4019,0.184,0.0,0.816,Sat Dec 02 22:15:07 +0000 2017
118,CNN,19,US official says North Korea's new intercontinental ballistic missile likely broke up upon re-entry… https://t.co/tu4dwWDlcf,-0.4215,0.0,0.167,0.833,Sat Dec 02 22:00:05 +0000 2017
119,CNN,20,Democratic campaign arm calls on congressman to resign following harassment allegation https://t.co/7nBfnQeoop https://t.co/xALSYCZvqF,-0.7096,0.0,0.349,0.651,Sat Dec 02 21:45:05 +0000 2017
120,CNN,21,Critics react to President Trump's tweet on firing Michael Flynn https://t.co/3NhuOrRFLF https://t.co/MfEHcYYBXo,-0.5574,0.0,0.315,0.685,Sun Dec 03 01:45:05 +0000 2017
121,CNN,22,Donald Trump's family denied its German heritage for years https://t.co/S2y0erGYwA https://t.co/iICmoEScZQ,-0.4404,0.0,0.225,0.775,Sun Dec 03 01:30:18 +0000 2017
122,CNN,23,Elon Musk plans to send his Tesla Roadster to Mars on a giant rocket https://t.co/BjKhRKh4t3 https://t.co/VBFZxhIRCH,0.0,0.0,0.0,1.0,Sun Dec 03 01:15:08 +0000 2017
123,CNN,24,Could brands save millions and help preserve the environment just by slightly changing their logos to use less ink?… https://t.co/ADC0mcdoTZ,0.7096,0.247,0.0,0.753,Sun Dec 03 01:00:15 +0000 2017
124,CNN,25,"National security adviser HR McMaster says that the potential for war with North Korea is ""increasing every day""… https://t.co/xaiFCiyJov",-0.3612,0.103,0.167,0.73,Sun Dec 03 00:58:24 +0000 2017
125,CNN,26,Mikaela Shiffrin scores her first downhill podium in Lake Louise https://t.co/Uw9ZQkEwKq https://t.co/pWduQio66Q,0.0,0.0,0.0,1.0,Sun Dec 03 00:45:04 +0000 2017
126,CNN,27,"RT @cnnbrk: Authorities believe they have found the body of Mariah Woods, a 3-year-old North Carolina girl missing since Sunday, the FBI sa…",-0.296,0.0,0.095,0.905,Sun Dec 03 00:34:42 +0000 2017
127,CNN,28,The first time these mothers see their sons' bodies up close after officer-involved shootings isn't in a hospital o… https://t.co/Epa3YboHdU,0.0,0.0,0.0,1.0,Sun Dec 03 00:30:21 +0000 2017
128,CNN,29,"Flynn may be the bait, but he's no coffee boy, Laura Coates writes for @CNNOpinion https://t.co/iCW450kseI https://t.co/JgQzv8A678",-0.4215,0.0,0.149,0.851,Sun Dec 03 00:15:11 +0000 2017
129,CNN,30,President Trump will hold a campaign-style rally near Alabama days before the state's special election for US Senat… https://t.co/yhz435QHTy,0.4019,0.137,0.0,0.863,Sun Dec 03 00:00:15 +0000 2017
130,CNN,31,"Vermont senior tested ricin recipe on retirement community, feds say https://t.co/EpUB9blW09 https://t.co/ikTVyXUHrU",0.0,0.0,0.0,1.0,Sat Dec 02 23:45:06 +0000 2017
131,CNN,32,RT @CNNMoney: ABC News announced Saturday that it has suspended investigative reporter Brian Ross for four weeks without pay after Ross was…,-0.4222,0.053,0.127,0.82,Sat Dec 02 23:35:02 +0000 2017
132,CNN,33,"Muslim father accused in custody battle of radicalizing son, court documents say https://t.co/5zMSMQipul https://t.co/AVDYuAegbz",-0.5859,0.0,0.286,0.714,Sat Dec 02 23:30:11 +0000 2017
133,CNN,34,Glitch forces iPhones to reboot over and over https://t.co/54KKMOup23 https://t.co/1qMWdPVCYM,0.0,0.0,0.0,1.0,Sat Dec 02 23:15:04 +0000 2017
134,CNN,35,"Tom Hanks talks Trump, Hollywood &amp; history with CNN’s David Axelrod. The Axe Files with David Axelrod airs Saturday… https://t.co/VeScTikjCk",-0.1027,0.0,0.069,0.931,Sat Dec 02 23:00:16 +0000 2017
135,CNN,36,Voyager 1 spacecraft thrusters fired up for first time since 1980 https://t.co/o1sczzzMmU https://t.co/ZnzkKAVSVP,-0.5574,0.0,0.247,0.753,Sat Dec 02 22:45:06 +0000 2017
136,CNN,37,How all but one Republican senator found a way to pass tax reform https://t.co/SMQWjO1xrk https://t.co/WO4xymJq7v,0.0,0.0,0.0,1.0,Sat Dec 02 22:30:06 +0000 2017
137,CNN,38,FBI agent removed from special counsel Robert Mueller's investigation over anti-Trump messages… https://t.co/7wAYCs0IeW,0.4019,0.184,0.0,0.816,Sat Dec 02 22:15:07 +0000 2017
138,CNN,39,US official says North Korea's new intercontinental ballistic missile likely broke up upon re-entry… https://t.co/tu4dwWDlcf,-0.4215,0.0,0.167,0.833,Sat Dec 02 22:00:05 +0000 2017
139,CNN,40,Democratic campaign arm calls on congressman to resign following harassment allegation https://t.co/7nBfnQeoop https://t.co/xALSYCZvqF,-0.7096,0.0,0.349,0.651,Sat Dec 02 21:45:05 +0000 2017
140,CNN,41,Mom's boyfriend arrested as authorities say missing 3-year-old assumed dead https://t.co/NlfceoPn0I https://t.co/8pTDH4wf6B,-0.8625,0.0,0.516,0.484,Sat Dec 02 21:30:14 +0000 2017
141,CNN,42,Turkey targets assets of US witness who says Turkish President Recep Tayyip Erdogan is corrupt… https://t.co/iN10Hipdk2,0.1779,0.102,0.0,0.898,Sat Dec 02 21:15:16 +0000 2017
142,CNN,43,Golf writer Michael Corcoran says then-citizen Donald Trump made a 'p-word' comment in 2000 https://t.co/9piT65pziY https://t.co/hR3WkX4oFr,0.0,0.0,0.0,1.0,Sat Dec 02 21:00:10 +0000 2017
143,CNN,44,Top defense attorney Mark O'Mara says it's 'horribly improper' for politicians to attack the criminal justice syste… https://t.co/XWmYR50i2X,-0.6369,0.234,0.346,0.42,Sat Dec 02 20:45:51 +0000 2017
144,CNN,45,"RT @CNNnewsroom: Ex-Ethics Dir. Walter Shaub reacts to Trump's latest tweet: ""The President has just damaged his credibility significantly,…",-0.4404,0.0,0.139,0.861,Sat Dec 02 20:30:38 +0000 2017
145,CNN,46,Former Stanford University swimmer convicted of sexual assault asks for new trial https://t.co/GnF6laqQbU https://t.co/IHWiiEjmvY,-0.5859,0.0,0.226,0.774,Sat Dec 02 20:15:04 +0000 2017
146,CNN,47,Tom Hanks tells CNN's David Axelrod that President Trump's attacks on the press are concerning. The Axe Files with… https://t.co/JYZXNkCBEw,-0.5106,0.0,0.193,0.807,Sat Dec 02 20:00:55 +0000 2017
147,CNN,48,Longtime Michigan congressman announces retirement https://t.co/pykQkbTkfL https://t.co/Uri5suh0wW,0.0,0.0,0.0,1.0,Sat Dec 02 19:45:12 +0000 2017
148,CNN,49,Police have taken down a man who opened fire at a California hospital https://t.co/nxqamcZRvs https://t.co/8K1Hiuj5CV,-0.34,0.0,0.167,0.833,Sat Dec 02 19:30:05 +0000 2017
149,CNN,50,State Deptment told to plan for potential protests after Jerusalem embassy announcement https://t.co/qUbIiI6mVZ https://t.co/oFwF0aXhRU,-0.2263,0.0,0.128,0.872,Sat Dec 02 19:15:10 +0000 2017
150,CNN,51,Sam Bird wins chaotic Formula E season opener in Hong Kong https://t.co/W9v21mTO1I https://t.co/RwwOYeoylY,0.128,0.219,0.189,0.592,Sat Dec 02 19:00:13 +0000 2017
151,CNN,52,Two Russian lawmakers dismiss Michael Flynn's guilty plea https://t.co/x1hZJ2yt53 https://t.co/NFKqWYFH7n,-0.4215,0.0,0.237,0.763,Sat Dec 02 18:45:09 +0000 2017
152,CNN,53,"With latest plea deal, Special Counsel Robert Mueller's investigation is closing in on President Trump… https://t.co/KpHFc8hXfe",0.4019,0.153,0.0,0.847,Sat Dec 02 18:30:02 +0000 2017
153,CNN,54,This is how senators voted on the tax bill https://t.co/OixXyYsj2h https://t.co/zI3R6qmjjc,0.0,0.0,0.0,1.0,Sat Dec 02 18:15:03 +0000 2017
154,CNN,55,North Korea's Foreign Ministry says President Trump is 'begging for nuclear war' https://t.co/Hona6lE9QZ https://t.co/Sf31LRzB4x,-0.5994,0.0,0.231,0.769,Sat Dec 02 18:00:04 +0000 2017
155,CNN,56,Republicans just bet the entire 2018 election on an unpopular tax plan | Analysis by Chris Cillizza… https://t.co/ek3cu1JEAW,0.0,0.0,0.0,1.0,Sat Dec 02 17:45:05 +0000 2017
156,CNN,57,Canada could make billions from legal pot https://t.co/aMizY9t0FC https://t.co/S1BlrQDxl6,0.128,0.158,0.0,0.842,Sat Dec 02 17:30:04 +0000 2017
157,CNN,58,Poll: Democrat Doug Jones closes gap with Republican Roy Moore in race for Alabama Senate seat… https://t.co/VWmS50Si2J,0.0,0.0,0.0,1.0,Sat Dec 02 17:15:06 +0000 2017
158,CNN,59,CNN’s David Axelrod sits down with Academy Award-winning actor Tom Hanks. The Axe Files with David Axelrod airs Sat… https://t.co/MnzDtDM3qC,-0.1027,0.0,0.069,0.931,Sat Dec 02 17:00:06 +0000 2017
